"feature","score"
"GLMN",3.72064739299192
"SPOCK2",-3.71942880468746
"MAP2K3",-3.70858180988194
"USP30-AS1",-3.70725533057018
"BUB1",3.70686936003701
"HLA-DPA1",-3.70255033046744
"PTEN",3.70090644091875
"MPRIP",3.69952619844211
"C14orf119",-3.69812575609731
"CENPF",3.6939844359833
"POLQ",3.69096892530493
"SLC25A3",3.68611335127598
"UVRAG",3.68382671813995
"BHLHE40",-3.68263903121867
"AC147651.4",-3.67458103918994
"RPL36AL",-3.67269757396795
"PRDX2",3.6722347880017
"CYBA",-3.66845331084621
"ARL2",-3.66477413199945
"DHX8",3.66475725624004
"RAB7A",-3.66028764840678
"MINA",3.65990365643073
"APBB1IP",3.65534069318604
"KIAA1524",3.65177598296174
"DPP4",3.64691482538684
"TKT",3.64659125759612
"FIBP",-3.64195976619693
"AHR",-3.63961346345568
"CXCL10",-3.63444166823945
"ITK",-3.63328389703429
"PFKFB3",-3.6238258108731
"HTATSF1",3.61923082468811
"PSMC2",-3.61697567124781
"CAPZA2",-3.6132011803927
"CALM2",-3.61278584718201
"PRR11",3.60859313678873
"PSME1",-3.60590283417476
"ZFP36",-3.6036224218972
"TNFRSF25",-3.59959284411519
"TXN",-3.59140796205058
"NCR3",3.58252532135908
"SPINT2",3.57945618005155
"VPS51",3.57762713313111
"ATF3",-3.57623373189148
"TAF1B",3.57604582175562
"NDUFS2",-3.57599021148049
"TIFA",-3.57521348455106
"HP1BP3",3.57133169938162
"UBE2B",-3.56770157138403
"COPZ1",-3.56082938934425
"STIM2",3.5567688990096
"POLA1",3.55526135964149
"CD164",-3.55077701161327
"ERP44",-3.54997584758545
"RBM12",3.54626988169989
"GCHFR",-3.54624120108548
"SNRNP200",3.54422497848953
"METTL9",3.54109233434258
"RBM26",3.53993186578465
"TIMM17B",-3.53349950504308
"WARS",-3.53308027978976
"PLEKHA2",3.52666985204352
"USP7",3.52008385568367
"SUSD3",-3.51839958180438
"CEP57",3.50587359930384
"C14orf2",3.49838937861058
"CRELD2",3.49102604948917
"MRPL46",-3.48155888202721
"DPM3",3.47933510353806
"NCAPD3",3.47553781106808
"HMSD",-3.47355145891072
"STX8",-3.46846102663846
"CNIH4",-3.45582219994792
"CD99",-3.44756690549413
"ASCC3",3.44512592567496
"SERBP1",3.43891348894927
"GIMAP1",-3.43780872347126
"LINC01420",-3.43710944390445
"ANP32B",3.43652888906014
"CD27",3.43060334118328
"SDC4",-3.42635020568241
"SLK",3.42335793500316
"HIGD2A",3.42077374198539
"PDCD10",-3.41957933784752
"EIF2S3",3.4170121028553
"SDHC",-3.41501546542023
"CTSB",-3.4130755464384
"DYNLT3",-3.40498604748838
"PRDX1",-3.40024039153685
"CAP1",-3.38184981364311
"TNIP2",-3.37595137247144
"TRBC2",-3.37524645159649
"MAP3K8",-3.37376455542986
"TDRD7",-3.37224257098946
"CARNMT1",3.3722413914976
"AKAP9",3.37106206824177
"NAP1L4",3.36407789378824
"PARP10",-3.36232754624492
"CANX",3.3602820426966
"SLC39A10",3.35048385735187
"C4orf48",-3.34989958586817
"TGIF1",-3.34532717524791
"ADPRHL2",-3.33350233982612
"ABI1",-3.33303186965253
"PRDM2",3.33151673096135
"DERL2",-3.32718380409721
"ADGRE1",-3.32118229663948
"KCMF1",3.31702715850509
"LSR",-3.31422627892945
"PGAP1",-3.31197830437529
"PRDX4",-3.31097556553246
"SNHG8",3.31069990915481
"EBPL",3.30848304555576
"UBR5",3.30459743483944
"MMP25-AS1",3.29870694375647
"RBM42",-3.29839754175074
"METTL13",-3.29798177837421
"GK",-3.2928841554915
"GABARAPL2",-3.28220137109661
"VAMP8",-3.2772047532537
"PEF1",-3.27602964235978
"SCAMP3",-3.27455423655916
"ST13",3.27445104130783
"RPS26",3.27259207944094
"TBC1D4",3.26447737556083
"SLC22A17",-3.26411884952566
"NSA2",3.25840220573019
"PARPBP",3.25826904407829
"GPRIN3",3.25518349601555
"RBM8A",-3.25323364351145
"DDHD1",3.25147345037636
"PANK2",-3.24875721091809
"RAB11FIP4",3.24576099997813
"ARF5",-3.24091466584422
"PARP1",3.24007655965067
"LPCAT3",-3.23857718239265
"TIMM10",3.23112383634746
"HNRNPA1",3.22832584825297
"FABP5",-3.22566098627234
"QSOX1",-3.21925116788177
"UNC50",-3.21859641270041
"MIF",-3.21743003344877
"SDHB",-3.21423470183901
"DERL1",-3.21142525860396
"GRK6",3.19848632873321
"THYN1",-3.19155913751767
"MAF",-3.190426818811
"PSMC4",-3.19007515929514
"G2E3",3.17662548366505
"DIDO1",3.17380039187348
"SLC4A7",-3.17193905176774
"CXCR3",-3.17032946862982
"MAN1A2",3.16848053938328
"RP11-138A9.1",-3.16484749652672
"FLYWCH1",-3.15674899612254
"FOXP1",-3.15575054064181
"TSC22D3",-3.15476885861048
"TGS1",3.15456020815791
"UBE2G2",3.1474472462303
"PTPN1",3.14626648665339
"USP1",3.14506619626715
"IL2RA",-3.14258784722305
"FARSA",-3.13968137594309
"MCM6",-3.1340374256347
"EBLN3",3.13284190288696
"GNAI3",-3.12405895769628
"NDUFA9",-3.11662602942042
"NKAP",-3.11222976162681
"RPL31",3.11106236568153
"XRCC6",-3.10610067248635
"ARF4",-3.10465186037893
"DDRGK1",-3.10217899301372
"LYRM7",3.102010149853
"H3F3A",3.09991083284286
"CD52",3.09289088818151
"UBE2J1",3.09239147810082
"ORAI3",-3.09194574703053
"TMA7",3.08715695272699
"DENND4A",3.08335959252557
"HCFC1R1",-3.07358295252776
"H2AFJ",-3.07181143223434
"CACYBP",-3.06951601913968
"CSF1",3.06894415930811
"CHD4",3.06409194819154
"PSMC1",-3.06029156926873
"UBE2I",-3.05740167463967
"SFT2D1",-3.0565866814382
"PRKD2",-3.05493554135628
"PFKP",-3.05423362928951
"RANBP2",3.05367195211137
"RAC1",-3.05165543219261
"SMC4",3.04469281786911
"EIF4A2",-3.04429123810147
"RHEBL1",-3.04416719829326
"DARS",-3.04215879245522
"CHD1",3.04104232658987
"IGFBP4",-3.03462450906333
"COMMD1",-3.03317867345242
"LRP10",-3.03292258420584
"RNF145",-3.03079565021662
"NR1H2",-3.02918822471699
"PDE4D",3.02863339788827
"CCNDBP1",-3.02828525938046
"UROD",-3.02663342732556
"BCL2",3.01532380223407
"SAP18",-3.01412450003532
"MTMR6",3.01317042527031
"FAM162A",-3.01115280468988
"S100A2",-3.00811612874731
"AHNAK",-3.00762700682104
"GZMB",-3.0059861962102
"PCTP",-3.00459160307356
"SKIV2L2",2.9999960241874
"PFN1",-2.99434619274141
"NIPBL",2.99326041144811
"UBQLN2",-2.99166032454587
"RBBP8",2.98937048957334
"PPIH",2.98684214030869
"ACTA2",-2.98595177197396
"MCM10",2.98377304467297
"CAPN2",-2.98300509750309
"PAXBP1",2.98108744473993
"UBL5",-2.98022689256596
"COTL1",2.97289912861353
"PLGRKT",-2.97113418064046
"DLGAP4",-2.97058114161009
"RBM3",2.96729618696158
"SCCPDH",-2.96695077538949
"VAMP5",-2.96115023270471
"DNAJC18",-2.95481548921958
"ZRANB2",2.95193743350322
"RNF149",-2.95190893103994
"PRR5",-2.95142039524172
"GMCL1",2.94977587647679
"TAF2",2.94863542002419
"APOBEC3F",-2.94153173150371
"TMEM245",2.93780076504453
"SPSB3",-2.93615112983587
"CNP",-2.93574021499435
"TRAPPC10",2.93510378212514
"BLM",2.93506218797202
"PNRC2",2.93395495398699
"BRCA1",2.93229493590615
"HNRNPK",-2.93139279157562
"MDFIC",2.92634941481593
"SMC5",2.92369005172226
"CENPP",2.9219132675378
"DDX18",2.92183994020234
"ARAP2",2.92072056501405
"PPP1R14B",-2.91640654974075
"SOS1",2.91635450509084
"THAP3",-2.9157344242951
"WHSC1",2.90981274579368
"RNF213",2.90966948501169
"KIAA0101",2.90651010491557
"DEGS1",-2.90445797652279
"SH3BGRL3",-2.90095442836245
"ZC3H12A",-2.89273380245069
"MT-ATP8",2.88555577568787
"SMIM14",-2.88443304074399
"SPINK2",-2.87969426996823
"SERTAD1",-2.87793477690026
"ACOT13",-2.87785351980951
"RGS19",-2.87646804022405
"CD37",-2.87604768035363
"STX10",2.87587918747212
"DCP2",2.86784239796613
"ZNF33A",2.86151296029456
"SURF4",-2.85408053239488
"HLTF",2.85213616948535
"STARD3",-2.85161480683472
"RPS15",2.85131603640556
"GRINA",-2.85122109981981
"TAPBP",-2.84979426355012
"ST8SIA4",2.84596766741782
"PRR5L",-2.84134559179009
"SMCHD1",2.83729975726535
"CD82",-2.835377669162
"DDX60L",-2.83386412943194
"RBMX",2.82576211222053
"SNRPF",2.82294322544322
"RAB9A",-2.82202261906628
"ATP5L",2.82100033651413
"MND1",2.81854990477599
"MAML2",-2.81834768295798
"C6orf62",-2.81544770514891
"MIR155HG",-2.81449762074366
"GOLGA8A",2.811613834973
"HERC6",-2.8067465412174
"TIMELESS",2.80501896262055
"NMT2",2.80444048666891
"COPS6",-2.8030005161603
"DHRS7",-2.79711941074239
"GCA",-2.79660647295676
"TNF",-2.79113118445156
"INSIG2",-2.78735632670655
"TIAM2",-2.78544514357646
"BCLAF1",2.77907545656073
"MID1IP1",-2.77905066592344
"GALK1",-2.77616995168617
"LSP1",-2.77533513116344
"RNF126",-2.77418687019566
"SYPL1",-2.772034930945
"POLR1E",2.77090647196394
"TRABD",-2.76852725610293
"WNK1",2.76786129142521
"ENO1",-2.76777055442896
"CCDC124",-2.76583821450987
"GCH1",-2.76571377455238
"RASGRP4",-2.75527650825244
"AP1S1",-2.75375415284433
"MICU1",2.75277487708615
"PPP2R1A",-2.75169985193771
"GATA3",2.75062084409637
"SLA",-2.74654057513808
"GIMAP2",-2.74562154264166
